Number of nodes 188 
    81 : -1.6408257e+00 -5.2783627e-01 
    82 : -1.7913310e+00 -4.2468705e-01 
    83 : -1.7666008e+00  3.6095995e-01 
    84 :  1.7702014e+00  4.2604856e-01 
    85 :  1.7701870e+00 -4.2605819e-01 
    86 : -7.4842363e-01  2.6593471e-01 
    87 : -7.4840451e-01 -2.6594111e-01 
    88 :  3.3934490e-03  2.5000000e-01 
    89 :  3.3934490e-03 -2.5000000e-01 
    90 :  2.3500080e-01 -2.4768519e-01 
    91 :  2.3500080e-01  2.4768519e-01 
    92 : -1.0583618e+00  3.0114457e-01 
    93 : -1.0365413e+00 -2.9937385e-01 
    94 :  4.6344281e-01  2.6992103e-01 
    95 :  4.6344257e-01 -2.6992119e-01 
    96 : -2.3384441e-01  7.6741998e-01 
    97 : -2.3384441e-01 -7.6741998e-01 
    98 : -2.1686934e-01 -3.1202164e-01 
    99 : -2.1686934e-01  3.1202164e-01 
   100 :  5.5576092e-01 -7.7365105e-01 
   101 :  5.5576200e-01  7.7365033e-01 
   102 :  3.4074788e-01 -7.1298627e-01 
   103 :  3.4074788e-01  7.1298627e-01 
   104 :  1.2210232e+00 -2.3918954e-01 
   105 :  1.2211219e+00  2.3912349e-01 
   106 : -9.5403444e-01  7.5800520e-01 
   107 : -9.5391744e-01 -7.5804439e-01 
   108 : -4.7919627e-01  2.4043438e-01 
   109 : -4.7919354e-01 -2.4043529e-01 
   110 :  8.1061361e-01 -2.9773654e-01 
   111 :  8.1062022e-01  2.9773212e-01 
   112 :  3.6553217e-01  3.3639758e-14 
   113 : -1.6550729e-01 -7.0429773e-15 
   114 : -1.3172514e+00  2.8680716e-01 
   115 : -1.2724432e+00 -2.1171284e-01 
   116 :  1.0340012e+00  4.5020322e-01 
   117 :  1.0339871e+00 -4.5021266e-01 
   118 : -1.7387728e+00 -1.3238936e-01 
   119 : -1.7719727e+00  1.2710814e-01 
   120 :  1.7266163e+00  1.9353579e-01 
   121 :  1.7264987e+00 -1.9364141e-01 
   122 :  1.2133140e+00 -6.4610989e-01 
   123 :  1.2133171e+00  6.4610784e-01 
   124 : -1.2671263e+00  6.1719065e-01 
   125 : -1.2669657e+00 -6.1724443e-01 
   126 :  7.6275916e-01 -5.6918554e-01 
   127 :  7.6276354e-01  5.6918261e-01 
   128 : -1.7776914e+00 -6.4777467e-01 
   129 : -1.7503478e+00  6.0947028e-01 
   130 : -1.4732781e+00  6.1947606e-01 
   131 : -1.5042916e+00 -6.1853256e-01 
   132 :  1.7452139e+00  6.3799202e-01 
   133 :  1.7452045e+00 -6.3799825e-01 
   134 :  1.4694073e+00  1.1183768e-01 
   135 :  1.4765585e+00 -1.1386360e-01 
   136 : -1.0647924e+00 -5.5793485e-01 
   137 : -1.0650544e+00  5.5784707e-01 
   138 : -4.2597792e-01 -5.4460053e-01 
   139 : -4.2600043e-01  5.4459299e-01 
   140 :  1.4798288e+00 -6.2004021e-01 
   141 :  1.4798462e+00  6.2002856e-01 
   142 : -5.6415402e-03 -7.5855394e-01 
   143 : -5.6415402e-03  7.5855394e-01 
   144 : -1.8378909e+00  8.5255122e-01 
   145 : -1.8378941e+00 -8.5255129e-01 
   146 :  1.3495909e-01  4.1953704e-01 
   147 :  1.3495909e-01 -4.1953704e-01 
   148 :  9.8154770e-01  7.5807085e-01 
   149 :  9.8154402e-01 -7.5807331e-01 
   150 : -1.4816111e+00 -6.0161635e-02 
   151 : -1.5264566e+00  1.7569275e-01 
   152 :  1.1851482e+00 -8.4129708e-01 
   153 :  1.1851505e+00  8.4129559e-01 
   154 :  1.9422938e-01  8.1882508e-01 
   155 :  1.9422938e-01 -8.1882508e-01 
   156 : -1.6362249e+00  8.3181834e-01 
   157 : -1.6362377e+00 -8.3181996e-01 
   158 :  1.6089511e+00 -8.1875735e-01 
   159 :  1.6089568e+00  8.1875356e-01 
   160 :  9.9785951e-01  1.9863472e-01 
   161 :  9.9783695e-01 -1.9864982e-01 
   162 : -4.7151435e-01 -7.9962116e-01 
   163 : -4.7153335e-01  7.9961480e-01 
   164 : -8.9467528e-01 -1.1695823e-01 
   165 : -9.4482172e-01  6.1352484e-02 
   166 : -1.1657261e+00 -8.0111355e-01 
   167 : -1.1658184e+00  8.0108263e-01 
   168 :  6.5389433e-01  1.9425719e-01 
   169 :  6.5389278e-01 -1.9425822e-01 
   170 : -1.2270007e+00  5.8821958e-02 
   171 : -1.0750964e+00 -1.0157410e-01 
   172 : -6.8048560e-01 -7.2162286e-01 
   173 : -6.8055819e-01  7.2159854e-01 
   174 : -1.3994888e+00  8.1143581e-01 
   175 : -1.3994584e+00 -8.1145175e-01 
   176 : -3.1668106e-01 -1.3811423e-01 
   177 : -3.1668174e-01  1.3811400e-01 
   178 :  1.3768223e+00 -8.2332337e-01 
   179 :  1.3768266e+00  8.2332047e-01 
   180 :  6.3631674e-01  3.7702024e-01 
   181 :  6.3631424e-01 -3.7702191e-01 
   182 : -1.6297033e+00  2.7562474e-02 
   183 : -1.5186175e+00  4.1666400e-01 
   184 :  1.8237753e+00  8.4134912e-01 
   185 :  1.8237723e+00 -8.4135112e-01 
   186 :  7.4236759e-01  8.2018076e-01 
   187 :  7.4236576e-01 -8.2018198e-01 
Number of edges 50 
     0 :     49     48 
     1 :     48     47 
     2 :     47     46 
     3 :     46     45 
     4 :     45     44 
     5 :     44     43 
     6 :     43     42 
     7 :     42     41 
     8 :     41     40 
     9 :     40     39 
    10 :     39     38 
    11 :     38     37 
    12 :     37     36 
    13 :     36     35 
    14 :     35     34 
    15 :     33     32 
    16 :     32     31 
    17 :     31     30 
    18 :     30     29 
    19 :     29     28 
    20 :     28     27 
    21 :     26     25 
    22 :     25     24 
    23 :     24     23 
    24 :     23     22 
    25 :     22     21 
    26 :     21     20 
    27 :     20     19 
    28 :     19     18 
    29 :     18     17 
    30 :     17     16 
    31 :     16     15 
    32 :     15     14 
    33 :     14     13 
    34 :     13     12 
    35 :     12     11 
    36 :     10      9 
    37 :      9      8 
    38 :      8      7 
    39 :      7      6 
    40 :      6      5 
    41 :      5      4 
    42 :     34      3 
    43 :      3     33 
    44 :     27      2 
    45 :      2     26 
    46 :     11      1 
    47 :      1     10 
    48 :      0     49 
    49 :      4      0 
Number of triangles 324 
     0 :      6      5     84 
     1 :     29     28     82 
     2 :     85      9      8 
     3 :     83     32     31 
     4 :     86     65     58 
     5 :     61     67     87 
     6 :     55     89     90 
     7 :     91     88     55 
     8 :     92     86     58 
     9 :     61     87     93 
    10 :     96     41     40 
    11 :     20     19     97 
    12 :    100     17     16 
    13 :     44     43    101 
    14 :     60     72    102 
    15 :    103     73     63 
    16 :     68     75    104 
    17 :    105     76     69 
    18 :    128     28     27 
    19 :     33     32    129 
    20 :    132      5      4 
    21 :     10      9    133 
    22 :    144      3     33 
    23 :     34      3    144 
    24 :     27      2    145 
    25 :    145      2     26 
    26 :    146     73     56 
    27 :     63     73    146 
    28 :     56     88    146 
    29 :     57     72    147 
    30 :    147     72     60 
    31 :    147     89     57 
    32 :    144     33    129 
    33 :    128     27    145 
    34 :    134     52    135 
    35 :    134    135     77 
    36 :    133      9     85 
    37 :     79    133     85 
    38 :     84      5    132 
    39 :     84    132     80 
    40 :    129     32     83 
    41 :     82     28    128 
    42 :     82    128     81 
    43 :     91     55    112 
    44 :    112     55     90 
    45 :     89     55    113 
    46 :    113     55     88 
    47 :    126     64    100 
    48 :    101     66    127 
    49 :     99     59    139 
    50 :    138     62     98 
    51 :    139     59     96 
    52 :     97     62    138 
    53 :     92     58    137 
    54 :    136     61     93 
    55 :     91     63    146 
    56 :     91    146     88 
    57 :    147     60     90 
    58 :     89    147     90 
    59 :     51     87    109 
    60 :    109     87     67 
    61 :    108     86     51 
    62 :     65     86    108 
    63 :    112     95     50 
    64 :     60     64     95 
    65 :     60     95     90 
    66 :     95    112     90 
    67 :     50     94    112 
    68 :     94     66     63 
    69 :     91     94     63 
    70 :     91    112     94 
    71 :    103    101     43 
    72 :     66    101    103 
    73 :    103     63     66 
    74 :     17    100    102 
    75 :    102    100     64 
    76 :     64     60    102 
    77 :     56     59     99 
    78 :     56     99     88 
    79 :     99    113     88 
    80 :     98     62     57 
    81 :     89     98     57 
    82 :     89    113     98 
    83 :    138    109     67 
    84 :    109    138     98 
    85 :     65    108    139 
    86 :     99    139    108 
    87 :    118     30     29 
    88 :     29     82    118 
    89 :     31     30    119 
    90 :    119     83     31 
    91 :    119     30    118 
    92 :    134    105     52 
    93 :     76    105    134 
    94 :     52    104    135 
    95 :    135    104     75 
    96 :    106     38     37 
    97 :     58    106    137 
    98 :     23     22    107 
    99 :    136    107     61 
   100 :    143     42     41 
   101 :     41     96    143 
   102 :     56     73    143 
   103 :    143     96     59 
   104 :     59     56    143 
   105 :     19     18    142 
   106 :    142     97     19 
   107 :    142     72     57 
   108 :     62     97    142 
   109 :    142     57     62 
   110 :     75     79     85 
   111 :     79     75    140 
   112 :     84     80     76 
   113 :    141     76     80 
   114 :     85      8    121 
   115 :    120      6     84 
   116 :    115     74     71 
   117 :    105     69    116 
   118 :     78     52    105 
   119 :    117     68    104 
   120 :    104     52     78 
   121 :    124     70    137 
   122 :    136     71    125 
   123 :    122     68    117 
   124 :    116     69    123 
   125 :     82     81     74 
   126 :     81    131     74 
   127 :     82     74    118 
   128 :    124    130     70 
   129 :     71     74    131 
   130 :     71    131    125 
   131 :    140     75     68 
   132 :    122    140     68 
   133 :     69     76    141 
   134 :     69    141    123 
   135 :     70    114     92 
   136 :     70     92    137 
   137 :     93    115     71 
   138 :    136     93     71 
   139 :    148    116    123 
   140 :    122    117    149 
   141 :    118     74    150 
   142 :    150     74    115 
   143 :     14     13    152 
   144 :    122    149    152 
   145 :    153     47     46 
   146 :    153    148    123 
   147 :    154     43     42 
   148 :    103     43    154 
   149 :     42    143    154 
   150 :     18     17    155 
   151 :    155     17    102 
   152 :    155    142     18 
   153 :     35     34    156 
   154 :    157     26     25 
   155 :    158     12     11 
   156 :     49     48    159 
   157 :    160     78    105 
   158 :    160    116    111 
   159 :    105    116    160 
   160 :    104     78    161 
   161 :    110    117    161 
   162 :    161    117    104 
   163 :     97    138    162 
   164 :    163    139     96 
   165 :    164     93     87 
   166 :     87     51    164 
   167 :     86     92    165 
   168 :    165     51     86 
   169 :    107    136    166 
   170 :    166    136    125 
   171 :    167    137    106 
   172 :    124    137    167 
   173 :     94     50    168 
   174 :    169     50     95 
   175 :    170     92    114 
   176 :    115     93    171 
   177 :    172     61    107 
   178 :    106     58    173 
   179 :     36     35    174 
   180 :    175     25     24 
   181 :    176    113     54 
   182 :    176    109     98 
   183 :     98    113    176 
   184 :     54    109    176 
   185 :     54    113    177 
   186 :     99    108    177 
   187 :    177    113     99 
   188 :    177    108     54 
   189 :     13     12    178 
   190 :    179     48     47 
   191 :    178     12    158 
   192 :    174     35    156 
   193 :    157     25    175 
   194 :    159     48    179 
   195 :    164     51    165 
   196 :    164    171     93 
   197 :    168     50     53 
   198 :    111    168     53 
   199 :     53     50    169 
   200 :     53    169    110 
   201 :     53     78    160 
   202 :     53    160    111 
   203 :    161     78     53 
   204 :    110    161     53 
   205 :    155    102     72 
   206 :    142    155     72 
   207 :     73    103    154 
   208 :     73    154    143 
   209 :    156     34    144 
   210 :    129    156    144 
   211 :    145     26    157 
   212 :    145    157    128 
   213 :    179     47    153 
   214 :    123    179    153 
   215 :    152     13    178 
   216 :    152    178    122 
   217 :    171    170    115 
   218 :    170    150    115 
   219 :    162     21     20 
   220 :     20     97    162 
   221 :     40     39    163 
   222 :    163     96     40 
   223 :      7     77    121 
   224 :    120     77      7 
   225 :      8      7    121 
   226 :    120      7      6 
   227 :     23    107    166 
   228 :    166     24     23 
   229 :    125    175    166 
   230 :    175     24    166 
   231 :    167    106     37 
   232 :     37     36    167 
   233 :    167    174    124 
   234 :    167     36    174 
   235 :    128    131     81 
   236 :    175    125    131 
   237 :    157    131    128 
   238 :    157    175    131 
   239 :    130    124    174 
   240 :    129    130    156 
   241 :    130    174    156 
   242 :    109     54     51 
   243 :     51     54    108 
   244 :     75    121    135 
   245 :    121     75     85 
   246 :    121     77    135 
   247 :    134    120     76 
   248 :     84     76    120 
   249 :    134     77    120 
   250 :    117    110    126 
   251 :    126    149    117 
   252 :    127    111    116 
   253 :    116    148    127 
   254 :    180     66     94 
   255 :    127     66    180 
   256 :     94    168    180 
   257 :     95     64    181 
   258 :    181     64    126 
   259 :    181    169     95 
   260 :    111    127    180 
   261 :    111    180    168 
   262 :    181    126    110 
   263 :    169    181    110 
   264 :    164    165    171 
   265 :    170    171    165 
   266 :    165     92    170 
   267 :    132    141     80 
   268 :    179    123    141 
   269 :    141    132    159 
   270 :    159    179    141 
   271 :     79    140    133 
   272 :    140    122    178 
   273 :    158    133    140 
   274 :    140    178    158 
   275 :     67    172    138 
   276 :     67     61    172 
   277 :    162    138    172 
   278 :    139    173     65 
   279 :    173     58     65 
   280 :    173    139    163 
   281 :     22     21    172 
   282 :    172    107     22 
   283 :    172     21    162 
   284 :    173     39     38 
   285 :     38    106    173 
   286 :    163     39    173 
   287 :    170    114    151 
   288 :    170    151    150 
   289 :    119    151     83 
   290 :    182    119    118 
   291 :    182    150    151 
   292 :    151    119    182 
   293 :    118    150    182 
   294 :    183     70    130 
   295 :     49    159    184 
   296 :    184    159    132 
   297 :    185    158     11 
   298 :    133    158    185 
   299 :    114     70    183 
   300 :    114    183    151 
   301 :    151    183     83 
   302 :    149     14    152 
   303 :    153     46    148 
   304 :      4      0    184 
   305 :    184    132      4 
   306 :    184      0     49 
   307 :     11      1    185 
   308 :     10    133    185 
   309 :    185      1     10 
   310 :    183    129     83 
   311 :    183    130    129 
   312 :    149     15     14 
   313 :     46     45    148 
   314 :    127    148    186 
   315 :    186    101    127 
   316 :    186    148     45 
   317 :    187    149    126 
   318 :    126    100    187 
   319 :     15    149    187 
   320 :     15    187     16 
   321 :     16    187    100 
   322 :     44    186     45 
   323 :    101    186     44 
Number of domains 1
 Domain :      0 
 Name : The full stuff 
 Number of elements :     50 
     0     1     2     3     4     5     6     7     8     9
    10    11    12    13    14    15    16    17    18    19
    20    21    22    23    24    25    26    27    28    29
    30    31    32    33    34    35    36    37    38    39
    40    41    42    43    44    45    46    47    48    49
