Number of nodes 254 
    96 :  2.4489329e-01  2.0207053e-02 
    97 :  1.9714623e-01 -3.3724065e-01 
    98 : -1.9828579e-02 -1.5740544e-01 
    99 : -4.6783251e-01 -4.8316159e-01 
   100 :  2.2344362e-01 -6.4070109e-01 
   101 :  3.8996755e-01  7.0748543e-01 
   102 :  2.8388530e-01  7.8042708e-01 
   103 : -3.2408768e-01  1.8225960e-02 
   104 : -1.9120510e-01  8.9287982e-02 
   105 : -1.7338910e-01  2.4378993e-01 
   106 :  1.2188048e-01  7.4623500e-01 
   107 : -5.9412028e-02  1.5301130e-01 
   108 : -4.6504170e-02  2.9025412e-01 
   109 : -1.3317047e-01  3.8457127e-01 
   110 :  7.1393587e-02  5.4985984e-01 
   111 :  6.9244632e-02  2.2958365e-01 
   112 :  2.4249714e-01  3.1269245e-01 
   113 :  7.3306818e-02  4.4258890e-01 
   114 : -3.1381046e-01  3.7607100e-01 
   115 : -4.9837509e-02  4.8723483e-01 
   116 : -3.0695771e-02  6.4013545e-01 
   117 : -2.0749939e-01  5.4000510e-01 
   118 :  6.2385049e-02 -9.6346463e-01 
   119 :  7.8163520e-02 -9.3211052e-01 
   120 :  1.1678728e-01 -9.3125882e-01 
   121 :  1.0187342e-01 -8.9192129e-01 
   122 :  5.3063534e-02 -8.9723570e-01 
   123 :  7.0600187e-02 -8.5177451e-01 
   124 :  1.4070009e-01 -8.4139837e-01 
   125 :  8.2909119e-02 -7.9936542e-01 
   126 : -4.6527151e-01 -4.0208621e-01 
   127 : -4.1419383e-01 -3.8961252e-01 
   128 : -3.9548626e-01 -3.3174536e-01 
   129 : -3.5642670e-01 -3.8021700e-01 
   130 : -3.2844664e-01 -3.2231448e-01 
   131 : -2.8416571e-01 -3.8702385e-01 
   132 : -2.4441462e-01 -3.0326073e-01 
   133 : -1.9030867e-01 -3.7663332e-01 
   134 : -2.3008997e-01 -4.5963479e-01 
   135 : -1.4400078e-01 -4.6512033e-01 
   136 : -9.9285016e-02 -3.9185409e-01 
   137 : -4.0677637e-02 -4.6488563e-01 
   138 : -3.8610273e-01 -4.3667197e-01 
   139 : -2.9016819e-01 -4.4973505e-01 
   140 : -9.3171334e-02 -5.4189450e-01 
   141 : -1.9085165e-03 -5.5932612e-01 
   142 : -1.7207774e-01 -6.0042557e-01 
   143 : -1.8624890e-01 -5.0827455e-01 
   144 : -4.4518199e-01 -2.8025462e-01 
   145 :  1.3856623e-01  3.4482940e-01 
   146 : -4.2958787e-01 -4.3150486e-01 
   147 : -5.3940597e-02 -6.1237356e-01 
   148 :  1.7724653e-02 -6.4944202e-01 
   149 : -1.0042557e-01 -6.7207774e-01 
   150 : -4.5271756e-01 -4.6069726e-01 
   151 :  3.1583844e-01 -9.2182260e-01 
   152 : -2.7202505e-01 -4.8454035e-01 
   153 : -1.8121676e-01 -6.1947843e-02 
   154 :  4.4081558e-02 -9.3650048e-01 
   155 : -3.0616513e-01 -2.2781407e-01 
   156 :  1.7463801e-02 -9.4930273e-01 
   157 : -2.3244876e-01  7.5750454e-01 
   158 : -1.1301108e-01 -6.5611309e-01 
   159 : -9.2060149e-02 -6.5544172e-01 
   160 : -9.9058382e-02 -6.3258178e-01 
   161 : -7.3241300e-02 -6.7430116e-01 
   162 : -2.9253026e-01 -5.2568477e-01 
   163 : -3.6948536e-01 -4.9984136e-01 
   164 : -3.7535973e-01 -4.7415109e-01 
   165 : -3.9845482e-01 -4.7250036e-01 
   166 : -3.5206322e-01 -4.8280604e-01 
   167 : -2.2088531e-01 -5.6397979e-01 
   168 : -5.3509407e-03 -8.4994985e-01 
   169 :  6.8074391e-03 -8.3293246e-01 
   170 :  3.6035752e-03 -8.1025720e-01 
   171 :  2.3438756e-02 -8.6258480e-01 
   172 :  3.4889194e-02 -8.2316086e-01 
   173 :  2.8692766e-02 -7.8424074e-01 
   174 : -1.9205171e-03 -8.6986277e-01 
   175 : -2.5748495e-01 -5.3680265e-01 
   176 : -2.3528700e-01 -5.3059928e-01 
   177 : -1.8265432e-02 -8.1050537e-01 
   178 : -7.1091279e-03 -7.8722484e-01 
   179 :  3.7483747e-03 -7.5348523e-01 
   180 : -5.2967298e-02 -7.4001901e-01 
   181 : -4.0898936e-01 -4.9035729e-01 
   182 : -6.4208231e-02 -7.2123119e-01 
   183 : -4.7939510e-02 -6.9692950e-01 
   184 : -3.4944593e-01 -5.0513128e-01 
   185 :  1.0522020e-02 -9.0891436e-01 
   186 : -4.4925602e-01 -4.8478773e-01 
   187 : -3.1134522e-01 -5.1787386e-01 
   188 : -3.1545627e-01 -4.9528919e-01 
   189 : -1.2681037e-01 -6.4118510e-01 
   190 : -2.8252810e-02  8.2877500e-01 
   191 : -1.9862158e-01 -5.4457780e-01 
   192 : -1.7721359e-01 -5.6520674e-01 
   193 : -2.7555743e-02 -7.4747328e-01 
   194 :  1.7635754e-01 -7.7284732e-01 
   195 : -1.5611309e-01 -6.1301108e-01 
   196 : -1.3490319e-01 -6.0128124e-01 
   197 : -2.0001141e-01 -1.9206889e-01 
   198 :  5.8946758e-02 -7.3030440e-01 
   199 :  3.3478650e-01 -7.5485505e-01 
   200 :  2.8935077e-02 -9.8269352e-01 
   201 : -4.8155493e-01 -4.6769474e-01 
   202 : -4.2259720e-01 -4.6279254e-01 
   203 :  3.3363340e-01  3.0397828e-01 
   204 :  2.8591560e-01  1.9955418e-01 
   205 :  8.4159917e-02 -4.6558795e-01 
   206 : -9.7400960e-03 -7.0858797e-01 
   207 : -1.0496886e-01 -5.9567058e-01 
   208 : -3.5561186e-01 -4.5662826e-01 
   209 : -2.9373399e-01 -5.0224560e-01 
   210 : -2.7323934e-01 -5.1492698e-01 
   211 :  3.6203583e-02 -9.6407303e-01 
   212 :  2.9979901e-02 -9.1321413e-01 
   213 :  2.5144111e-02 -8.9426903e-01 
   214 :  3.9947066e-02  3.4225977e-01 
   215 : -3.7391124e-01 -2.6547262e-01 
   216 : -1.8760989e-01 -5.8786131e-01 
   217 : -9.0547260e-02 -6.8933987e-01 
   218 : -1.4101950e-01 -5.7014314e-01 
   219 : -2.4627064e-01 -5.0372820e-01 
   220 : -4.0482176e-02 -7.2284819e-01 
   221 : -3.1853399e-02 -6.6276224e-01 
   222 :  2.3811281e-01 -8.4975872e-01 
   223 : -2.6769155e-02 -7.9300458e-01 
   224 : -4.5352104e-02 -7.5730582e-01 
   225 :  1.5885921e-01 -9.0402415e-01 
   226 :  2.1628598e-02 -3.4437663e-01 
   227 : -8.0328034e-02  2.0253659e-02 
   228 : -6.6608721e-02 -6.4624492e-01 
   229 :  1.4542909e-01 -9.5736257e-01 
   230 : -3.3383310e-01 -4.2539830e-01 
   231 : -3.0366221e-01 -1.1583927e-01 
   232 : -2.6573517e-02  3.9357063e-01 
   233 :  1.1597261e-01  6.3275031e-01 
   234 :  1.0125631e-01 -5.8810681e-01 
   235 : -1.2147692e-01 -6.1960180e-01 
   236 :  1.8352218e-01  2.4295831e-01 
   237 : -2.9931877e-01 -4.7997959e-01 
   238 : -3.2588020e-01 -4.6901562e-01 
   239 : -2.2093559e-01 -5.4208822e-01 
   240 : -1.5671261e-01 -5.3253618e-01 
   241 :  1.4433780e-02 -9.8502100e-01 
   242 : -1.5504283e-01 -5.9353083e-01 
   243 : -1.2203662e-01 -2.9426652e-01 
   244 :  1.6671960e-01  1.5412510e-01 
   245 : -3.3470162e-01 -4.9291589e-01 
   246 : -4.8516305e-01 -4.8547264e-01 
   247 : -4.0685919e-01 -5.7998222e-02 
   248 :  1.6564364e-01 -1.5674890e-01 
   249 :  6.3979076e-02  4.9217230e-02 
   250 :  2.6766768e-01 -4.7193942e-01 
   251 : -1.6788068e-01 -5.8325055e-01 
   252 : -2.1957561e-01 -5.1481714e-01 
   253 :  4.8394669e-02 -9.8204624e-01 
Number of edges 77 
     0 :      0      6 
     1 :      6      7 
     2 :      7      8 
     3 :      8      9 
     4 :      9     10 
     5 :     10     11 
     6 :     11     12 
     7 :     12     13 
     8 :     13     14 
     9 :     14      0 
    10 :      1     15 
    11 :     15     16 
    12 :     16     17 
    13 :     17     18 
    14 :     18     19 
    15 :     19     20 
    16 :     20     21 
    17 :     21     22 
    18 :     22     23 
    19 :     23     24 
    20 :     24     25 
    21 :     25     26 
    22 :     26     27 
    23 :     27     28 
    24 :     28     29 
    25 :     29     30 
    26 :     30     31 
    27 :     31     32 
    28 :     32     33 
    29 :     33     34 
    30 :     34     35 
    31 :     35     36 
    32 :     36     37 
    33 :     37     38 
    34 :     38     39 
    35 :     39     40 
    36 :     40     41 
    37 :     41     42 
    38 :     42     43 
    39 :     43     44 
    40 :     44     45 
    41 :     45     46 
    42 :     46     47 
    43 :     47     48 
    44 :     48     49 
    45 :     49     50 
    46 :     50     51 
    47 :     51     52 
    48 :     52     53 
    49 :     53      2 
    50 :      1     54 
    51 :     54     55 
    52 :     55     56 
    53 :     56     57 
    54 :     57     58 
    55 :     58     59 
    56 :     59     60 
    57 :     60      3 
    58 :      4     61 
    59 :     61     62 
    60 :     62     63 
    61 :     63     64 
    62 :     64     65 
    63 :     65     66 
    64 :     66     67 
    65 :     67     68 
    66 :     68     69 
    67 :     69     70 
    68 :     70      2 
    69 :      3     71 
    70 :     71     72 
    71 :     72     73 
    72 :     73     74 
    73 :     74      5 
    74 :      5     75 
    75 :     75     76 
    76 :     76      4 
Number of triangles 431 
     0 :     63    103     93
     1 :     97    250     72
     2 :    150    201     99
     3 :    131    139    134
     4 :    206    220    193
     5 :    171    172    169
     6 :    178    179     85
     7 :    159    228    160
     8 :     98    249    227
     9 :     63     93     62
    10 :      0     74      6
    11 :    175    219    210
    12 :     89    202    186
    13 :    176    219    175
    14 :    183    220    206
    15 :     61    157      4
    16 :     73     96     72
    17 :    116    233    106
    18 :      6    101      7
    19 :    191    252    239
    20 :     67    126     88
    21 :    126    127     88
    22 :     94    146    126
    23 :    183    221    161
    24 :     94    150    146
    25 :    179    193     85
    26 :    127    146    138
    27 :      7    102      8
    28 :    116    117    115
    29 :    138    202    165
    30 :     94    201    150
    31 :     90    156    154
    32 :    126    146    127
    33 :    135    240    140
    34 :    143    240    135
    35 :    123    171    122
    36 :     98    243    226
    37 :    198    234    148
    38 :    218    242    196
    39 :    127    138    129
    40 :     85    223    178
    41 :    115    117    109
    42 :    139    152    134
    43 :     99    186    150
    44 :    145    214    111
    45 :     75    102      5
    46 :    146    202    138
    47 :     65    144     81
    48 :    194    198    125
    49 :    179    206    193
    50 :    100    198    194
    51 :      4    157     76
    52 :    147    228    221
    53 :    248    249     98
    54 :    113    145     11
    55 :    131    134    133
    56 :    109    232    115
    57 :    140    207    147
    58 :    138    165    164
    59 :    122    154    119
    60 :    107    108    105
    61 :    147    221    148
    62 :    192    251    218
    63 :     72    250     71
    64 :    134    143    135
    65 :    123    172    171
    66 :    144    215     81
    67 :    111    214    108
    68 :     93    114     62
    69 :     72    248     97
    70 :     92    118     56
    71 :    193    220    180
    72 :    181    202     89
    73 :    118    253     56
    74 :    134    252    143
    75 :     64    247     63
    76 :    207    218    196
    77 :    122    212    154
    78 :     69     94     68
    79 :     75    106    102
    80 :    186    202    150
    81 :    104    105     93
    82 :     67     88     66
    83 :     13    203     14
    84 :    139    237    152
    85 :    219    252    134
    86 :     69    201     94
    87 :    100    234    198
    88 :    110    113     10
    89 :    108    109    105
    90 :     57     92     56
    91 :    103    104     93
    92 :     12    145    112
    93 :    226    248     98
    94 :     68    126     67
    95 :    120    229    225
    96 :     63    247    103
    97 :     56    253     55
    98 :     96    248     72
    99 :     66    144     65
   100 :    113    214    145
   101 :     65     81     64
   102 :    153    197     98
   103 :    199    222    151
   104 :    105    114     93
   105 :    134    135    133
   106 :    156    211    154
   107 :    140    147    141
   108 :    111    236    145
   109 :    193    224     85
   110 :    180    224    193
   111 :    154    212     90
   112 :    206    221    183
   113 :    135    140    137
   114 :    117    157     61
   115 :    131    230    139
   116 :    192    240    191
   117 :    107    111    108
   118 :    164    208    138
   119 :    197    243     98
   120 :     59     84     58
   121 :    195    242    142
   122 :    218    251    242
   123 :     55    200     54
   124 :    121    122    119
   125 :     54    241      1
   126 :     96    249    248
   127 :    129    230    131
   128 :    119    154    118
   129 :      1    241     15
   130 :     75    190    106
   131 :     41    175     42
   132 :     32    158     33
   133 :     43    162     44
   134 :     44    187     45
   135 :     49    181     50
   136 :     39    167     40
   137 :     35    195     36
   138 :     18    185     19
   139 :     46    184     47
   140 :     51    186     52
   141 :     33    189     34
   142 :     23    177     24
   143 :     16    156     17
   144 :    106    190    116
   145 :     84    229     58
   146 :    116    157    117
   147 :     70    201     69
   148 :     15     95     16
   149 :     60    151     59
   150 :    125    172    123
   151 :    208    230    138
   152 :    124    225    222
   153 :    165    202    181
   154 :    138    230    129
   155 :    104    107    105
   156 :    102    106      8
   157 :    110    233    116
   158 :     58    229     57
   159 :     52     99     53
   160 :     34     79     35
   161 :     22     87     23
   162 :     28    182     29
   163 :     17     90     18
   164 :     50     89     51
   165 :     25     85     26
   166 :     47    163     48
   167 :     29     86     30
   168 :     30    217     31
   169 :     42     77     43
   170 :     40     91     41
   171 :     31    149     32
   172 :     19     82     20
   173 :     38     78     39
   174 :     36    142     37
   175 :     37    216     38
   176 :     27    180     28
   177 :     48     83     49
   178 :     45     80     46
   179 :     21    168     22
   180 :     20    174     21
   181 :     92    119    118
   182 :    200    253    211
   183 :     97    248    226
   184 :     74    101      6
   185 :    200    211     95
   186 :     76    190     75
   187 :    103    153    104
   188 :    162    187     44
   189 :    158    189     33
   190 :     57    229     92
   191 :     24    223     25
   192 :    225    229     84
   193 :     26    224     27
   194 :    127    129    128
   195 :     53    246      2
   196 :      2    246     70
   197 :     95    156     16
   198 :     17    156     90
   199 :    149    158     32
   200 :     50    181     89
   201 :     91    175     41
   202 :     47    184    163
   203 :     42    175     77
   204 :     36    195    142
   205 :     40    167     91
   206 :     77    162     43
   207 :     45    187     80
   208 :     19    185     82
   209 :     83    181     49
   210 :     34    189     79
   211 :     79    195     35
   212 :     89    186     51
   213 :     78    167     39
   214 :     90    185     18
   215 :     52    186     99
   216 :     80    184     46
   217 :     87    177     23
   218 :    160    228    147
   219 :    177    223     24
   220 :     10    113     11
   221 :    154    211    118
   222 :    143    252    191
   223 :    110    115    113
   224 :     82    174     20
   225 :     86    217     30
   226 :     38    216     78
   227 :    142    216     37
   228 :     29    182     86
   229 :     22    168     87
   230 :    180    182     28
   231 :     31    217    149
   232 :     48    163     83
   233 :     21    174    168
   234 :    101    102      7
   235 :    120    225    121
   236 :    113    232    214
   237 :    125    173    172
   238 :     71    250    100
   239 :     25    223     85
   240 :     27    224    180
   241 :     85    224     26
   242 :    129    131    130
   243 :    221    228    161
   244 :    208    238    230
   245 :     81    215    155
   246 :    203    204     73
   247 :     59    151     84
   248 :     98    227    153
   249 :    196    235    207
   250 :    196    242    195
   251 :    140    141    137
   252 :    153    227    104
   253 :    106    233      8
   254 :    168    174    171
   255 :    160    189    158
   256 :     90    212    185
   257 :     78    216    192
   258 :    149    217    161
   259 :    147    148    141
   260 :    128    144     88
   261 :    207    235    160
   262 :    131    133    132
   263 :    121    123    122
   264 :    198    206    179
   265 :    178    223    177
   266 :    163    184    166
   267 :    165    181     83
   268 :    170    177     87
   269 :    150    202    146
   270 :    191    240    143
   271 :    173    198    179
   272 :    218    240    192
   273 :    127    128     88
   274 :    148    206    198
   275 :     11    145     12
   276 :    103    231    153
   277 :    185    213     82
   278 :    197    231    155
   279 :    100    199     71
   280 :     95    211    156
   281 :    104    227    107
   282 :    145    236    112
   283 :    149    161    159
   284 :     78    192    191
   285 :    173    179    178
   286 :    194    222    199
   287 :     94    126     68
   288 :    168    171    169
   289 :    169    170     87
   290 :    163    166    164
   291 :    164    165     83
   292 :    170    178    177
   293 :     92    229    120
   294 :    173    178    170
   295 :    204    244     96
   296 :    115    232    113
   297 :    159    160    158
   298 :    155    231     81
   299 :    152    219    134
   300 :    147    207    160
   301 :     88    144     66
   302 :    167    239     91
   303 :    116    190    157
   304 :    182    183     86
   305 :    163    164     83
   306 :    168    169     87
   307 :    135    137    136
   308 :    149    159    158
   309 :     91    176    175
   310 :    187    188     80
   311 :     78    191    167
   312 :     79    196    195
   313 :     77    210    162
   314 :    157    190     76
   315 :     12    112     13
   316 :    162    209    187
   317 :    109    114    105
   318 :    180    220    182
   319 :    129    130    128
   320 :    200    241     54
   321 :    128    215    144
   322 :    151    222     84
   323 :    124    222    194
   324 :    120    121    119
   325 :     70    246    201
   326 :    135    136    133
   327 :     15    241     95
   328 :     92    120    119
   329 :    132    155    130
   330 :    131    132    130
   331 :    153    231    197
   332 :    132    197    155
   333 :    222    225     84
   334 :    212    213    185
   335 :    109    117    114
   336 :    194    199    100
   337 :    108    232    109
   338 :      9    110     10
   339 :    230    238    139
   340 :    211    253    118
   341 :    242    251    142
   342 :    124    125    123
   343 :    121    225    124
   344 :    133    243    132
   345 :    141    205    137
   346 :    189    235     79
   347 :    103    247    231
   348 :     99    246     53
   349 :      8    233      9
   350 :    125    198    173
   351 :     97    226    205
   352 :     95    241    200
   353 :    140    218    207
   354 :    140    240    218
   355 :     91    239    176
   356 :    155    215    130
   357 :    166    238    208
   358 :    172    173    170
   359 :     81    247     64
   360 :    162    210    209
   361 :    187    209    188
   362 :    231    247     81
   363 :     80    245    184
   364 :    110    116    115
   365 :    201    246     99
   366 :    130    215    128
   367 :    238    245    188
   368 :    182    220    183
   369 :    214    232    108
   370 :    137    226    136
   371 :    166    245    238
   372 :    176    252    219
   373 :    191    239    167
   374 :    112    236    204
   375 :    121    124    123
   376 :    132    243    197
   377 :    148    234    141
   378 :    142    251    216
   379 :    161    228    159
   380 :    169    172    170
   381 :    166    208    164
   382 :    209    210    152
   383 :      9    233    110
   384 :    136    243    133
   385 :     79    235    196
   386 :    107    249    111
   387 :    112    203     13
   388 :    188    245     80
   389 :     55    253    200
   390 :    160    235    189
   391 :    124    194    125
   392 :    205    226    137
   393 :    234    250    205
   394 :    141    234    205
   395 :    210    219    152
   396 :    237    238    188
   397 :    209    237    188
   398 :    112    204    203
   399 :    239    252    176
   400 :    227    249    107
   401 :    184    245    166
   402 :    205    250     97
   403 :    216    251    192
   404 :    122    213    212
   405 :    152    237    209
   406 :    100    250    234
   407 :    111    249    244
   408 :    236    244    204
   409 :    111    244    236
   410 :    244    249     96
   411 :    148    221    206
   412 :    139    238    237
   413 :     71    199      3
   414 :     14     74      0
   415 :      3    151     60
   416 :      3    199    151
   417 :      5    101     74
   418 :      5    102    101
   419 :     14     73     74
   420 :     14    203     73
   421 :     62    114     61
   422 :    114    117     61
   423 :     73    204     96
   424 :    175    210     77
   425 :    171    174     82
   426 :     82    213    171
   427 :     86    183    161
   428 :    161    217     86
   429 :    171    213    122
   430 :    226    243    136
Number of domains 6
  Domain :      0 
  Name : Outer Disk
  Number of elements :     10
     0     1     2     3     4     5     6     7     8     9
  Domain :      1 
  Name : Bottom
  Number of elements :     40
    10    11    12    13    14    15    16    17    18    19
    20    21    22    23    24    25    26    27    28    29
    30    31    32    33    34    35    36    37    38    39
    40    41    42    43    44    45    46    47    48    49
  Domain :      2 
  Name : Left
  Number of elements :      8
    50    51    52    53    54    55    56    57
  Domain :      3 
  Name : Right
  Number of elements :     11
    58    59    60    61    62    63    64    65    66    67
    68
  Domain :      4 
  Name : Top
  Number of elements :      5
    69    70    71    72    73
  Domain :      5 
  Name : Inner Disk
  Number of elements :      3
    74    75    76
